 (-2.318224344067545684e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.373179475774262692e-01j), (0.000000000000000000e+00-2.176614920889667903e-01j), (0.000000000000000000e+00-3.517402233877123807e-01j), (0.000000000000000000e+00-3.585283482191490519e-16j), (0.000000000000000000e+00-1.016549124466863963e-01j), (0.000000000000000000e+00+3.190005636971088299e-01j), (-2.904296039509533453e-03+0.000000000000000000e+00j), (0.000000000000000000e+00+3.480049657720613587e-01j), (1.040713353137588948e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.232890508135431329e-02j), (0.000000000000000000e+00+2.946721060493415201e-02j), (0.000000000000000000e+00+1.590082668803318167e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+2.714701690100959630e-01j), (-4.708650438087732398e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+4.239826171135741562e-01j), (-4.310831696125209667e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.108352860031988130e-01j), (1.382990455844947272e-16+0.000000000000000000e+00j)
 (-1.947385147467298738e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.698401289187951635e-01j), (0.000000000000000000e+00+4.912060440783524440e-01j), (0.000000000000000000e+00+5.535402566300576255e-02j), (0.000000000000000000e+00+4.436918322028371648e-16j), (0.000000000000000000e+00-2.564295255353187253e-01j), (0.000000000000000000e+00+9.053873490277584979e-02j), (-4.821457229554776958e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.571265578906612670e-01j), (2.339872473399859654e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.539567084929416296e-16j), (0.000000000000000000e+00+4.683753385137379155e-17j), (0.000000000000000000e+00+1.942890293094023946e-16j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+9.853229343548264296e-16j), (3.832795881854330067e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-3.077721995766251328e-02j), (4.717801453219494512e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-3.301255449058261848e-01j), (6.298278351259547742e-16+0.000000000000000000e+00j)
 (-1.986421086263864266e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+4.567495696996192733e-01j), (0.000000000000000000e+00-7.672510265919764427e-02j), (0.000000000000000000e+00+2.077188336571741678e-01j), (0.000000000000000000e+00+1.434275054345479750e-16j), (0.000000000000000000e+00-1.962140300600354048e-01j), (0.000000000000000000e+00-1.010157943478591919e-01j), (2.465676630766593658e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+6.893272917663863242e-02j), (4.186615696827860611e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.232890508135372522e-02j), (0.000000000000000000e+00+2.946721060493477998e-02j), (0.000000000000000000e+00+1.590082668803336763e-01j), (0.000000000000000000e+00+1.983773675438667423e-16j), (0.000000000000000000e+00+2.714701690100990716e-01j), (-1.354572986709837168e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-5.092852421665472473e-02j), (3.538357863787296997e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.089207137149277749e-01j), (1.064189364353641452e-15+0.000000000000000000e+00j)
 (-2.216731944969088375e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.908876176346210027e-02j), (0.000000000000000000e+00+2.896428704575018109e-01j), (0.000000000000000000e+00-5.853197001073929401e-02j), (0.000000000000000000e+00+5.000000000000006661e-01j), (0.000000000000000000e+00-2.403020240321525614e-01j), (0.000000000000000000e+00-9.801330488682497011e-02j), (3.464255592535719352e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.071776870853459879e-01j), (-4.824225799756190480e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+1.232890508135364022e-02j), (0.000000000000000000e+00-2.946721060493468630e-02j), (0.000000000000000000e+00-1.590082668803338983e-01j), (0.000000000000000000e+00-1.120054552069112386e-16j), (0.000000000000000000e+00-2.714701690101003484e-01j), (-3.904594071534106536e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+2.265430906067985029e-01j), (4.083362027671280647e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+8.369827996363211897e-02j), (-4.999999999999998335e-01+0.000000000000000000e+00j)
 (-2.437958511356589641e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-6.036052788812067138e-02j), (0.000000000000000000e+00-2.803727779144206400e-02j), (0.000000000000000000e+00-8.894249832302526804e-02j), (0.000000000000000000e+00-1.705550054344233010e-16j), (0.000000000000000000e+00+2.398049960831630245e-01j), (0.000000000000000000e+00-2.412611655430794422e-01j), (-1.928030842955130372e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+6.144919821934508725e-02j), (5.967356889785082469e-03+0.000000000000000000e+00j), (0.000000000000000000e+00-8.063372789100911042e-01j), (0.000000000000000000e+00-3.062132570173223822e-01j), (0.000000000000000000e+00-3.994152461322281883e-02j), (0.000000000000000000e+00-2.325032780866726767e-01j), (0.000000000000000000e+00+2.001334947567405542e-02j), (5.514238608648440454e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-5.859495044609685371e-02j), (9.980966625880490634e-03+0.000000000000000000e+00j), (0.000000000000000000e+00-4.186803414889528341e-02j), (2.924462862762865486e-16+0.000000000000000000e+00j)
 (-2.204079287323694458e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.336752030256593837e-01j), (0.000000000000000000e+00-4.027359122620908782e-01j), (0.000000000000000000e+00+5.600167717124799292e-03j), (0.000000000000000000e+00+7.513955210507873384e-16j), (0.000000000000000000e+00-3.346799480817377326e-01j), (0.000000000000000000e+00-8.337107835712934123e-02j), (4.815630138779634223e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-3.430402258538178817e-01j), (3.570892288334751585e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.232890508135443125e-02j), (0.000000000000000000e+00-2.946721060493421446e-02j), (0.000000000000000000e+00-1.590082668803323718e-01j), (0.000000000000000000e+00-9.776087340478956566e-18j), (0.000000000000000000e+00-2.714701690100966847e-01j), (-1.298917509246735602e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-3.522082330840278219e-01j), (-4.019443090492514359e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+4.870550827048637094e-02j), (-1.124949961109069531e-16+0.000000000000000000e+00j)
 (-2.216731944969086709e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.908876176346218353e-02j), (0.000000000000000000e+00+2.896428704575016999e-01j), (0.000000000000000000e+00-5.853197001073847522e-02j), (0.000000000000000000e+00-4.999999999999997224e-01j), (0.000000000000000000e+00-2.403020240321538936e-01j), (0.000000000000000000e+00-9.801330488682537256e-02j), (3.464255592535719352e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.071776870853457658e-01j), (-4.824225799756165500e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+1.232890508135385012e-02j), (0.000000000000000000e+00-2.946721060493481814e-02j), (0.000000000000000000e+00-1.590082668803337873e-01j), (0.000000000000000000e+00-1.959780242584708584e-17j), (0.000000000000000000e+00-2.714701690101004594e-01j), (-3.904594071534095434e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+2.265430906067985306e-01j), (4.083362027671241790e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+8.369827996363411737e-02j), (4.999999999999994449e-01+0.000000000000000000e+00j)
 (-2.330157758732667173e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.568578234145098782e-01j), (0.000000000000000000e+00-5.624047262196520645e-03j), (0.000000000000000000e+00-1.271594003929498451e-01j), (0.000000000000000000e+00-7.899251618795013216e-16j), (0.000000000000000000e+00+3.810204987708326607e-01j), (0.000000000000000000e+00+4.017686246506489978e-01j), (-1.259432546089906679e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.660076568659578533e-01j), (5.517018891750703757e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+1.232890508135367318e-02j), (0.000000000000000000e+00-2.946721060493486671e-02j), (0.000000000000000000e+00-1.590082668803335098e-01j), (0.000000000000000000e+00-5.002868941433426700e-16j), (0.000000000000000000e+00-2.714701690100971843e-01j), (-3.395704770298664799e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.914352978635313951e-01j), (1.948966025469029695e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.549437426773739857e-01j), (6.854778028384242364e-16+0.000000000000000000e+00j)
 (-2.331527752831562550e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.772132626301331226e-01j), (0.000000000000000000e+00+2.326561880694404949e-01j), (0.000000000000000000e+00-4.730089148338222776e-02j), (0.000000000000000000e+00-1.623849159384504630e-17j), (0.000000000000000000e+00-6.819727743424448818e-02j), (0.000000000000000000e+00-4.780691641468731712e-02j), (1.857003991243999230e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-5.058151017488805579e-01j), (-1.034790016203432916e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.465781016270806106e-02j), (0.000000000000000000e+00+5.893442120986931709e-02j), (0.000000000000000000e+00+3.180165337606683518e-01j), (0.000000000000000000e+00+8.743742379273761662e-17j), (0.000000000000000000e+00+5.429403380202023621e-01j), (-1.825051531666808113e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+9.629576548093874908e-03j), (-2.406654135756671614e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+3.404571626192517964e-01j), (-7.300565535586502540e-16+0.000000000000000000e+00j)
 (-2.211128567408490453e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.483463097078661141e-01j), (0.000000000000000000e+00+1.664311085119148381e-01j), (0.000000000000000000e+00+3.561776384064690437e-01j), (0.000000000000000000e+00-2.145506138393419916e-16j), (0.000000000000000000e+00+1.356576773050537921e-01j), (0.000000000000000000e+00+3.991195608067719669e-01j), (2.101781612771479180e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.309164214017958017e-01j), (-2.875241177111119151e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.814575278316123677e-16j), (0.000000000000000000e+00+5.339261484994233710e-17j), (0.000000000000000000e+00-6.685815044147518199e-16j), (0.000000000000000000e+00+4.551506973552658210e-18j), (0.000000000000000000e+00-1.586090487360226483e-15j), (-2.686249051039544811e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.752647991062852739e-01j), (-1.091428815938200458e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.589526074323668103e-01j), (3.256393308266276452e-16+0.000000000000000000e+00j)
