 (-2.720180689328782209e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-8.962334608562474991e-02j), (0.000000000000000000e+00+3.142266089160613562e-01j), (0.000000000000000000e+00-1.180556960353412871e-01j), (0.000000000000000000e+00-2.850603038495438946e-01j), (0.000000000000000000e+00-2.682773148883522696e-01j), (-1.274052940699761660e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+6.193015701888623381e-01j), (0.000000000000000000e+00+4.353248678461000046e-16j), (0.000000000000000000e+00-1.981553272523550088e-15j), (1.538221079114697465e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-5.195668198301454932e-02j), (-3.419957363988932464e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-3.301179443519980938e-01j), (0.000000000000000000e+00+7.012077550549999927e-16j)
 (-2.692467517726995219e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.299574056467674738e-02j), (0.000000000000000000e+00-1.821638411070438945e-01j), (0.000000000000000000e+00-5.877661895038469586e-01j), (0.000000000000000000e+00+1.085394534673761457e-01j), (0.000000000000000000e+00-5.701898740257753395e-02j), (3.413437210435963515e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-1.260349047255683030e-01j), (0.000000000000000000e+00-4.045185712136248100e-16j), (0.000000000000000000e+00+4.282995853675631850e-16j), (-1.735634831530736416e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+1.141874854627363406e-01j), (-3.714738942392929733e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-1.424467502930021855e-02j), (0.000000000000000000e+00-7.071067811865475727e-01j)
 (-2.735547053513782134e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.308924378328502114e-01j), (0.000000000000000000e+00-9.013241460570758923e-02j), (0.000000000000000000e+00+1.175396428881976402e-01j), (0.000000000000000000e+00+1.966824084615596824e-01j), (0.000000000000000000e+00-3.233278283571467959e-01j), (-1.895687537765879116e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+5.214336564722054507e-02j), (0.000000000000000000e+00-7.054070081464525188e-01j), (0.000000000000000000e+00-4.899951895550615916e-02j), (-1.966514918991769945e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-3.097507610936101052e-01j), (9.818009397305423047e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+1.542086703923167823e-01j), (0.000000000000000000e+00-2.299147239929250912e-16j)
 (-2.722239414036072280e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.641152925559444031e-01j), (0.000000000000000000e+00-1.961502582092795044e-01j), (0.000000000000000000e+00+1.711874329323541111e-01j), (0.000000000000000000e+00+1.301814904591591660e-01j), (0.000000000000000000e+00+1.023246745642696770e-01j), (-1.583046668350657563e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+2.525678092699390476e-01j), (0.000000000000000000e+00+4.899951895550658243e-02j), (0.000000000000000000e+00-7.054070081464531849e-01j), (2.560756854033376939e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.850575646798791329e-01j), (2.837628480083300708e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.286705200413626460e-01j), (0.000000000000000000e+00-4.797149045335853621e-16j)
 (-2.295231944762170240e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.683758524675616375e-01j), (0.000000000000000000e+00-2.031286351256501310e-01j), (0.000000000000000000e+00+3.166762661502932619e-01j), (0.000000000000000000e+00+1.269887998724067713e-01j), (0.000000000000000000e+00+4.006034773970830465e-02j), (1.477125670209886166e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-9.670303352696027477e-02j), (0.000000000000000000e+00-2.781632314701211366e-17j), (0.000000000000000000e+00+2.955202278955370532e-16j), (-5.312962717355982356e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+8.321837928686723340e-02j), (-4.797781815364566271e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.345677066714007497e-01j), (0.000000000000000000e+00+1.586633346258796979e-16j)
 (-2.717550699810669657e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+8.703888656402120061e-02j), (0.000000000000000000e+00+2.330374084231105480e-01j), (0.000000000000000000e+00-5.287267724773944688e-02j), (0.000000000000000000e+00+2.670425447866391355e-01j), (0.000000000000000000e+00+5.870335061821051470e-01j), (2.606588736903950876e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+5.557658486310600859e-02j), (0.000000000000000000e+00+3.124403734216674743e-17j), (0.000000000000000000e+00-5.884791239833925939e-16j), (-2.503805568568509554e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-4.868072650188645101e-01j), (1.396189379645089157e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-3.426630002935872055e-01j), (0.000000000000000000e+00+1.046841754326004881e-15j)
 (-2.692467517726993553e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.299574056467676819e-02j), (0.000000000000000000e+00-1.821638411070435337e-01j), (0.000000000000000000e+00-5.877661895038461815e-01j), (0.000000000000000000e+00+1.085394534673757849e-01j), (0.000000000000000000e+00-5.701898740257701353e-02j), (3.413437210435960739e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-1.260349047255681088e-01j), (0.000000000000000000e+00+1.326083720661374440e-16j), (0.000000000000000000e+00+5.380849290271313315e-16j), (-1.735634831530687844e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+1.141874854627358687e-01j), (-3.714738942393015081e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-1.424467502929551051e-02j), (0.000000000000000000e+00+7.071067811865481278e-01j)
 (-2.722239414036071725e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.641152925559444586e-01j), (0.000000000000000000e+00-1.961502582092795322e-01j), (0.000000000000000000e+00+1.711874329323545552e-01j), (0.000000000000000000e+00+1.301814904591589162e-01j), (0.000000000000000000e+00+1.023246745642705929e-01j), (-1.583046668350650624e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+2.525678092699435440e-01j), (0.000000000000000000e+00-4.899951895550589548e-02j), (0.000000000000000000e+00+7.054070081464514086e-01j), (2.560756854033378604e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.850575646798789109e-01j), (2.837628480083302374e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.286705200413622019e-01j), (0.000000000000000000e+00-3.409370264554407453e-16j)
 (-2.704430019030426569e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.361702628396875003e-01j), (0.000000000000000000e+00-2.176254958534490636e-01j), (0.000000000000000000e+00+1.380446728379251635e-02j), (0.000000000000000000e+00-5.635834178314456100e-01j), (0.000000000000000000e+00+2.916756431768881552e-01j), (1.643510951449035085e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.312648398590584090e-02j), (0.000000000000000000e+00+5.899961295779566094e-17j), (0.000000000000000000e+00+1.936643232476503048e-16j), (1.088430466154691606e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.559302279643437816e-01j), (-2.851402933776816528e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+5.217568480174242795e-01j), (0.000000000000000000e+00-2.061782714624433235e-15j)
 (-2.357791751583332707e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.071591812463076665e-01j), (0.000000000000000000e+00+4.401977407791425878e-01j), (0.000000000000000000e+00+4.966459340153199509e-02j), (0.000000000000000000e+00+2.436597491737104160e-01j), (0.000000000000000000e+00+3.353667975239734700e-01j), (-4.807926169281568352e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.119647340060168500e-01j), (0.000000000000000000e+00+8.885325357541171794e-17j), (0.000000000000000000e+00+6.054910814008375083e-16j), (-2.917893376514523514e-03+0.000000000000000000e+00j), (0.000000000000000000e+00+3.768127067747792380e-01j), (-2.809608001047974590e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.622569840356015480e-01j), (0.000000000000000000e+00-1.145848719308679286e-15j)
