 (-2.167631932433374542e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+1.230569885525343715e-01j), (0.000000000000000000e+00+1.734789265259439051e-01j), (0.000000000000000000e+00+5.363150868061744569e-01j), (0.000000000000000000e+00+2.646808905073991247e-02j), (0.000000000000000000e+00+2.899833802044276543e-01j), (0.000000000000000000e+00-1.015959169456957245e-01j), (9.003965242675611436e-03+0.000000000000000000e+00j), (-7.041427092128446424e-05+0.000000000000000000e+00j), (0.000000000000000000e+00+1.003954482476631036e-15j), (0.000000000000000000e+00-3.091233131332726492e-18j), (0.000000000000000000e+00+2.984167765405555830e-18j), (0.000000000000000000e+00+1.743337401905676748e-16j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+5.411285010189165743e-18j), (0.000000000000000000e+00-2.385714002387836694e-02j), (7.217036235054553606e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-5.935381038079608901e-02j), (0.000000000000000000e+00-2.009861119463408528e-18j), (-3.351990355902385685e-18+0.000000000000000000e+00j)
 (-2.299234309171498403e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+9.369580630874452254e-02j), (0.000000000000000000e+00+1.266720254303661808e-01j), (0.000000000000000000e+00+3.881124662255251989e-01j), (0.000000000000000000e+00+1.797587904074240614e-02j), (0.000000000000000000e+00+1.761446712483340504e-01j), (0.000000000000000000e+00-6.016358958806632823e-02j), (3.145769211605714544e-02+0.000000000000000000e+00j), (-1.869472713235982575e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-6.522068981407197485e-01j), (0.000000000000000000e+00+7.018523102659249280e-02j), (0.000000000000000000e+00+1.231712490733588988e-01j), (0.000000000000000000e+00-2.133155515208705055e-01j), (0.000000000000000000e+00+5.497695502856253524e-02j), (0.000000000000000000e+00+7.747934344228556147e-02j), (0.000000000000000000e+00-8.093113425445132986e-03j), (-4.850329791935816814e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-6.922411026215154022e-03j), (0.000000000000000000e+00+5.924517519149336038e-18j), (6.383485650195997385e-17+0.000000000000000000e+00j)
 (-2.088497479757900899e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-3.050329032559608300e-01j), (0.000000000000000000e+00-9.733892846839016511e-02j), (0.000000000000000000e+00-1.487966972654327091e-01j), (0.000000000000000000e+00+3.255026295120756474e-01j), (0.000000000000000000e+00+2.547284965586523731e-01j), (0.000000000000000000e+00-1.340711760122088592e-01j), (-4.883387203475272331e-01+0.000000000000000000e+00j), (1.063044178384879995e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+4.869235211813903452e-02j), (0.000000000000000000e+00+2.379729371393902448e-01j), (0.000000000000000000e+00+2.353174920863191910e-01j), (0.000000000000000000e+00-1.995612433540063652e-02j), (0.000000000000000000e+00-4.864757375202936052e-01j), (0.000000000000000000e+00+1.104675857191587812e-01j), (0.000000000000000000e+00-1.517277123225032054e-01j), (-1.531631428352362399e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-7.899462465733558814e-02j), (0.000000000000000000e+00+4.332985550110553177e-17j), (-5.789979424295952655e-17+0.000000000000000000e+00j)
 (-2.311857801178006933e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-6.914891698441878731e-02j), (0.000000000000000000e+00+2.920687481450784939e-01j), (0.000000000000000000e+00-1.501085053867155239e-01j), (0.000000000000000000e+00+1.137783727983776444e-01j), (0.000000000000000000e+00-1.192052960636003911e-01j), (0.000000000000000000e+00-1.849441447492767288e-01j), (-1.081422447935173198e-01+0.000000000000000000e+00j), (2.642566185004837642e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.090576352486299805e-02j), (0.000000000000000000e+00-5.816095707792241498e-01j), (0.000000000000000000e+00-3.951954195501486411e-01j), (0.000000000000000000e+00-2.429004313255246628e-01j), (0.000000000000000000e+00-5.495402193170168675e-02j), (0.000000000000000000e+00+1.810141787251232925e-01j), (0.000000000000000000e+00-1.782885591869635689e-01j), (1.831677143207167263e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+2.608014130011553910e-01j), (0.000000000000000000e+00-1.052383212196162992e-16j), (4.186424210724241489e-16+0.000000000000000000e+00j)
 (-2.180489333444302347e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+4.302698003861716858e-01j), (0.000000000000000000e+00-1.452260446806255545e-01j), (0.000000000000000000e+00-2.412355983850178465e-01j), (0.000000000000000000e+00+7.238646303670224005e-03j), (0.000000000000000000e+00+1.332543775091539762e-01j), (0.000000000000000000e+00-4.806256454504102132e-02j), (1.920788351343566402e-02+0.000000000000000000e+00j), (-9.373777229302807448e-03+0.000000000000000000e+00j), (0.000000000000000000e+00-1.554720800026900257e-16j), (0.000000000000000000e+00+8.978152341834141424e-17j), (0.000000000000000000e+00+1.130903102173180903e-17j), (0.000000000000000000e+00-2.027214522460244600e-16j), (0.000000000000000000e+00-3.252156965957113503e-17j), (0.000000000000000000e+00+9.289132211691411934e-17j), (0.000000000000000000e+00-1.117800291340473144e-02j), (1.226288942664969552e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-2.279041384958910635e-02j), (0.000000000000000000e+00+4.592949898081564314e-02j), (-8.152037461825343279e-01+0.000000000000000000e+00j)
 (-2.193226797117506510e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-1.983492086433243928e-01j), (0.000000000000000000e+00-3.644072008576337840e-01j), (0.000000000000000000e+00+5.811939976792524637e-02j), (0.000000000000000000e+00+2.059991219323113187e-01j), (0.000000000000000000e+00+2.025222563093576761e-02j), (0.000000000000000000e+00+2.154329048413906600e-01j), (-3.449886952353757863e-01+0.000000000000000000e+00j), (-1.766820685003268887e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.869235211813845166e-02j), (0.000000000000000000e+00-2.379729371393905224e-01j), (0.000000000000000000e+00-2.353174920863194131e-01j), (0.000000000000000000e+00+1.995612433540042141e-02j), (0.000000000000000000e+00+4.864757375202936052e-01j), (0.000000000000000000e+00-1.104675857191590588e-01j), (0.000000000000000000e+00-3.055962242041961041e-02j), (-3.875996506213764091e-03+0.000000000000000000e+00j), (0.000000000000000000e+00-4.151006177814407505e-01j), (0.000000000000000000e+00-6.641465526334449952e-18j), (-8.021718497706725527e-16+0.000000000000000000e+00j)
 (-1.940924022021326134e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-3.246562518513886331e-01j), (0.000000000000000000e+00-4.188168258904702013e-01j), (0.000000000000000000e+00+1.331221481393217660e-03j), (0.000000000000000000e+00-2.337684897184341970e-01j), (0.000000000000000000e+00+5.592721664740923221e-02j), (0.000000000000000000e+00-3.215274512007566532e-01j), (5.305693009547159944e-01+0.000000000000000000e+00j), (3.001090199486208809e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-3.775166849277213338e-16j), (0.000000000000000000e+00-4.687994358461904332e-16j), (0.000000000000000000e+00+6.682018225298964068e-17j), (0.000000000000000000e+00+8.103570577244308832e-16j), (0.000000000000000000e+00+2.103397169771818520e-16j), (0.000000000000000000e+00+6.341250466216779451e-16j), (0.000000000000000000e+00-3.304118736244244792e-01j), (3.704557529609125467e-03+0.000000000000000000e+00j), (0.000000000000000000e+00-1.990144531691156182e-01j), (0.000000000000000000e+00+1.315245497197062143e-17j), (-4.325968068332003331e-16+0.000000000000000000e+00j)
 (-2.416587118537613932e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+3.753477762821771230e-02j), (0.000000000000000000e+00+2.500047575583482298e-02j), (0.000000000000000000e+00+5.680759164664282018e-02j), (0.000000000000000000e+00-5.725134781386556800e-03j), (0.000000000000000000e+00-3.536815669913176419e-01j), (0.000000000000000000e+00+1.645599361043239284e-01j), (3.520778031863404378e-02+0.000000000000000000e+00j), (-1.872986783833099217e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+1.788517382838506198e-01j), (0.000000000000000000e+00-1.535296574502248435e-02j), (0.000000000000000000e+00+4.217588970853317631e-01j), (0.000000000000000000e+00+4.485100706443664528e-03j), (0.000000000000000000e+00+1.919963326462973130e-01j), (0.000000000000000000e+00+7.250795402811606172e-01j), (0.000000000000000000e+00-5.712046928488132003e-02j), (2.975708920938121421e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-7.530458012294934111e-02j), (0.000000000000000000e+00-5.963485269861952742e-18j), (3.786356588452651966e-18+0.000000000000000000e+00j)
 (-2.416587118537612544e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+3.753477762821762209e-02j), (0.000000000000000000e+00+2.500047575583497911e-02j), (0.000000000000000000e+00+5.680759164664273692e-02j), (0.000000000000000000e+00-5.725134781386615780e-03j), (0.000000000000000000e+00-3.536815669913170868e-01j), (0.000000000000000000e+00+1.645599361043239839e-01j), (3.520778031863399521e-02+0.000000000000000000e+00j), (-1.872986783833097482e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-2.149489455277258931e-01j), (0.000000000000000000e+00+3.598511188765055602e-01j), (0.000000000000000000e+00-5.539808342994294588e-01j), (0.000000000000000000e+00+4.337990530372652920e-01j), (0.000000000000000000e+00-2.857822992116336169e-01j), (0.000000000000000000e+00+1.424201181621141676e-01j), (0.000000000000000000e+00-5.712046928488190289e-02j), (2.975708920938149177e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-7.530458012294931336e-02j), (0.000000000000000000e+00-1.968137591929648187e-17j), (-1.056621988973611140e-16+0.000000000000000000e+00j)
 (-2.416587118537613654e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+3.753477762821769842e-02j), (0.000000000000000000e+00+2.500047575583457318e-02j), (0.000000000000000000e+00+5.680759164664288957e-02j), (0.000000000000000000e+00-5.725134781388013967e-03j), (0.000000000000000000e+00-3.536815669913179194e-01j), (0.000000000000000000e+00+1.645599361043224573e-01j), (3.520778031863402990e-02+0.000000000000000000e+00j), (-1.872986783833107544e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+2.170242346924922960e-01j), (0.000000000000000000e+00+3.243136413455647848e-01j), (0.000000000000000000e+00-6.608096398536526805e-02j), (0.000000000000000000e+00-7.225309506348610578e-01j), (0.000000000000000000e+00-7.627217605858693794e-02j), (0.000000000000000000e+00-2.970072441091756721e-01j), (0.000000000000000000e+00-5.712046928488333231e-02j), (2.975708920938121421e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-7.530458012294909131e-02j), (0.000000000000000000e+00+3.480251641559302476e-17j), (6.623640172361771507e-17+0.000000000000000000e+00j)
