 (2.562517793221689155e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.257273970001461016e-01j), (0.000000000000000000e+00+1.327941159280615901e-01j), (0.000000000000000000e+00-2.580283081867591408e-02j), (0.000000000000000000e+00-5.612782465319339220e-01j), (0.000000000000000000e+00+2.234346037474792268e-01j), (0.000000000000000000e+00+9.623377137722852137e-17j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00-2.180108472619417585e-16j), (0.000000000000000000e+00+3.711313406079670465e-16j), (-1.121661056799500879e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-7.936286066546544005e-02j), (1.483900488028629810e-02+0.000000000000000000e+00j), (7.024814984125820061e-01+0.000000000000000000e+00j), (-1.041474516947299986e-03+0.000000000000000000e+00j)
 (2.562517793221691376e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.257273970001493213e-01j), (0.000000000000000000e+00-5.404574271312987399e-01j), (0.000000000000000000e+00+1.203920123739974229e-01j), (0.000000000000000000e+00+1.635385769428404634e-01j), (0.000000000000000000e+00+2.234346037474782554e-01j), (0.000000000000000000e+00+2.395950642910110044e-16j), (0.000000000000000000e+00+1.329509521342338407e-16j), (0.000000000000000000e+00-4.420061813908915980e-16j), (0.000000000000000000e+00+2.365903825498313030e-16j), (-1.121661056799499318e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-7.025366139573537838e-01j), (-1.263058713422553041e-02+0.000000000000000000e+00j), (-7.909460508323970518e-02+0.000000000000000000e+00j), (5.178587134261085009e-03+0.000000000000000000e+00j)
 (2.574679850179456553e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-2.115685908864790854e-01j), (0.000000000000000000e+00+1.097317568717315478e-01j), (0.000000000000000000e+00+4.877975317746985340e-01j), (0.000000000000000000e+00+3.536881162117071903e-03j), (0.000000000000000000e+00-6.764292846128057424e-02j), (0.000000000000000000e+00+2.395137559130409988e-01j), (0.000000000000000000e+00-4.942529697912636383e-02j), (0.000000000000000000e+00-1.484037258945190285e-01j), (0.000000000000000000e+00-4.752461915469557985e-01j), (2.769135146178000051e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.193822940815748052e-03j), (4.065740581498616391e-01+0.000000000000000000e+00j), (-8.630909661022669738e-03+0.000000000000000000e+00j), (2.908701677503510719e-01+0.000000000000000000e+00j)
 (2.405076753929787647e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.942036263867002344e-01j), (0.000000000000000000e+00-7.344728903757050183e-16j), (0.000000000000000000e+00+5.187170532143728267e-16j), (0.000000000000000000e+00+1.828523231907578269e-15j), (0.000000000000000000e+00+2.521341322424626163e-01j), (0.000000000000000000e+00-2.395137559130407490e-01j), (0.000000000000000000e+00+4.942529697912646791e-02j), (0.000000000000000000e+00+1.484037258945187232e-01j), (0.000000000000000000e+00+4.752461915469555209e-01j), (5.715373175999381994e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-5.923354618029184320e-17j), (-4.391855439138905715e-18+0.000000000000000000e+00j), (-1.314852615384409335e-16+0.000000000000000000e+00j), (2.279744283868401180e-16+0.000000000000000000e+00j)
 (2.744282946429125181e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+7.106644461374067578e-02j), (0.000000000000000000e+00+4.867724367119671762e-16j), (0.000000000000000000e+00-1.682334432724427334e-16j), (0.000000000000000000e+00-1.002545480886570909e-15j), (0.000000000000000000e+00-3.874199891650268457e-01j), (0.000000000000000000e+00+3.702525725772681242e-01j), (0.000000000000000000e+00-3.154286726666287455e-02j), (0.000000000000000000e+00-5.872069635402965559e-01j), (0.000000000000000000e+00+5.351045049568015077e-01j), (-1.771028836433773471e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-2.535225754896942378e-16j), (-3.258111192376202023e-17+0.000000000000000000e+00j), (2.744400318401319266e-16+0.000000000000000000e+00j), (2.089181344210879573e-17+0.000000000000000000e+00j)
 (2.391057605135518405e-01+0.000000000000000000e+00j), (0.000000000000000000e+00-4.125053536791534192e-01j), (0.000000000000000000e+00+1.097317568717314090e-01j), (0.000000000000000000e+00+4.877975317746991446e-01j), (0.000000000000000000e+00+3.536881162117529870e-03j), (0.000000000000000000e+00+1.169660696258504190e-01j), (0.000000000000000000e+00+1.998149137301864414e-16j), (0.000000000000000000e+00+2.103870041694341386e-16j), (0.000000000000000000e+00-2.234640962444262426e-16j), (0.000000000000000000e+00-3.032677376874130711e-17j), (-5.089073658649018173e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+4.193822940815657846e-03j), (-4.065740581498613615e-01+0.000000000000000000e+00j), (8.630909661022888313e-03+0.000000000000000000e+00j), (-2.908701677503511829e-01+0.000000000000000000e+00j)
 (2.562517793221688600e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.257273970001485719e-01j), (0.000000000000000000e+00+4.076633112032370665e-01j), (0.000000000000000000e+00-9.458918155532192173e-02j), (0.000000000000000000e+00+3.977396695890916822e-01j), (0.000000000000000000e+00+2.234346037474783941e-01j), (0.000000000000000000e+00+2.405399579271713036e-16j), (0.000000000000000000e+00+1.490207456362104457e-16j), (0.000000000000000000e+00-6.210384074399212614e-16j), (0.000000000000000000e+00+5.101063914798662570e-16j), (-1.121661056799502267e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+1.042430307560690203e-02j), (-4.111147560984809157e-01+0.000000000000000000e+00j), (1.071459899322398102e-02+0.000000000000000000e+00j), (5.751184126698511978e-01+0.000000000000000000e+00j)
 (2.562517793221689710e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.257273970001461849e-01j), (0.000000000000000000e+00+1.327941159280616179e-01j), (0.000000000000000000e+00-2.580283081867573020e-02j), (0.000000000000000000e+00-5.612782465319322567e-01j), (0.000000000000000000e+00+2.234346037474780056e-01j), (0.000000000000000000e+00+1.369615356246517973e-16j), (0.000000000000000000e+00-1.317752553289227811e-17j), (0.000000000000000000e+00-1.895812192193973772e-16j), (0.000000000000000000e+00+1.583677742998339597e-16j), (-1.121661056799485960e-02+0.000000000000000000e+00j), (0.000000000000000000e+00+7.936286066546557882e-02j), (-1.483900488028614892e-02+0.000000000000000000e+00j), (-7.024814984125828943e-01+0.000000000000000000e+00j), (1.041474516947342053e-03+0.000000000000000000e+00j)
 (2.744282946429125181e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+7.106644461374134192e-02j), (0.000000000000000000e+00+1.537055293244201648e-16j), (0.000000000000000000e+00-3.555835786779378996e-16j), (0.000000000000000000e+00-2.809005148802191579e-16j), (0.000000000000000000e+00-3.874199891650236816e-01j), (0.000000000000000000e+00+1.828298421292502696e-01j), (0.000000000000000000e+00+7.000899142433111288e-01j), (0.000000000000000000e+00+4.949429506922202182e-01j), (0.000000000000000000e+00+2.663842323852001759e-02j), (-1.771028836433785961e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-3.722394949034016178e-18j), (9.925787225047531895e-17+0.000000000000000000e+00j), (3.438289708792042103e-16+0.000000000000000000e+00j), (7.014025634294338974e-18+0.000000000000000000e+00j)
 (2.562517793221688600e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+2.257273970001485719e-01j), (0.000000000000000000e+00+4.076633112032372885e-01j), (0.000000000000000000e+00-9.458918155532217154e-02j), (0.000000000000000000e+00+3.977396695890917377e-01j), (0.000000000000000000e+00+2.234346037474783941e-01j), (0.000000000000000000e+00+3.793178360053158712e-16j), (0.000000000000000000e+00-2.803233146680492856e-16j), (0.000000000000000000e+00-5.100161049774056074e-16j), (0.000000000000000000e+00+8.154177232517843056e-16j), (-1.121661056799504348e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-1.042430307560679795e-02j), (4.111147560984809157e-01+0.000000000000000000e+00j), (-1.071459899322383183e-02+0.000000000000000000e+00j), (-5.751184126698510868e-01+0.000000000000000000e+00j)
 (2.744282946429125181e-01+0.000000000000000000e+00j), (0.000000000000000000e+00+7.106644461374134192e-02j), (0.000000000000000000e+00+1.537055293244201648e-16j), (0.000000000000000000e+00+4.909614775987439132e-16j), (0.000000000000000000e+00-3.086560904958480714e-16j), (0.000000000000000000e+00-3.874199891650236816e-01j), (0.000000000000000000e+00+1.799735195196200399e-02j), (0.000000000000000000e+00-7.031944031026110542e-01j), (0.000000000000000000e+00+5.173149644602206276e-01j), (0.000000000000000000e+00+8.252104909761123763e-02j), (-1.771028836433788736e-02+0.000000000000000000e+00j), (0.000000000000000000e+00-3.722394949034016178e-18j), (-6.727558144329816212e-17+0.000000000000000000e+00j), (3.438289708792042103e-16+0.000000000000000000e+00j), (2.568142061749545359e-16+0.000000000000000000e+00j)
